row  column  layer  Head         
16  18  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
16  19  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
16  20  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
16  21  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  1  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  2  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  3  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  4  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  5  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  6  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  7  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  8  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  9  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  10  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  11  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  12  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  13  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  14  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  15  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  16  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  17  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  18  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  19  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  20  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
17  21  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  1  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  2  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  3  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  4  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  5  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  6  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  7  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  8  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  9  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  10  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  11  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  12  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  13  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  14  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  15  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  16  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  17  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  18  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  19  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  20  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
18  21  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  1  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  2  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  3  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  4  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  5  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  6  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  7  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  8  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  9  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  10  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  11  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  12  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  13  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  14  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  15  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  16  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  17  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  18  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  19  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  20  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
19  21  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  1  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  2  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  3  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  4  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  5  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  6  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  7  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  8  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  9  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  10  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  11  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  12  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  13  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  14  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  15  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  16  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  17  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  18  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  19  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  20  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
20  21  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  1  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  2  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  3  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  4  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  5  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  6  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  7  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  8  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  9  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  10  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  11  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  12  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  13  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  14  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  15  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  16  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  17  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  18  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  19  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  20  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
21  21  1    2.00000000e+001 0.00000000e+000 0.00000000e+000 0.00000000e+000
